title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
The Garden of Sinners - Chapter 5: Paradox Paradigm (2008),2008.0,4.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Without Men (2011),2011.0,0.5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Garden of Sinners - Chapter 6: Fairy Tale. (Oblivion Recording) (2008),2008.0,3.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the Screaming Stops (2018),2018.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ballistic: Ecks vs. Sever (2002),2002.0,1.33,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Affair of the Necklace, The (2001)",2001.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
And Breathe Normally (2018),2018.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
An Unusual Affair (2002),2002.0,3.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Expedition to the End of the World (2014),2014.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arthur 3: The War of the Two Worlds (2010),2010.0,3.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A Wolf at the Door (2013),2013.0,4.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Anacondas: Trail of Blood (2009),2009.0,3.0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Art of the Dead (2019),2019.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The 1000 Eyes of Dr Maddin (2015),2015.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Wish for Christmas (2016),2016.0,3.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cleaners (2018),2018.0,2.83,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Devil's Knot (2018),2018.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Dark Red (2018),2018.0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Earth Is Blue as an Orange (2020),2020.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adoration (2020),2020.0,3.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Guillotines (2012),2012.0,4.5,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Burnt Orange Heresy (2020),2020.0,3.5,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Art and Craft (2014),2014.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Day I Saw Your Heart (2011),2011.0,4.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The False Servant (2000),2000.0,5.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Goetia Diaries (2022),2022.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Coverup (2008),2008.0,3.0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Year in Burgundy (2013),2013.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Women Who Kill (2016),2016.0,3.5,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"Beautiful Country, The (2004)",2004.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brooke Ellison Story (2004),2004.0,4.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Boy and His Atom: The World's Smallest Movie (2013),2013.0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Story of Science, The (2010)",2010.0,5.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Book of Mormon Movie, Volume 1: The Journey (2003)",2003.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Go-Go's (2020),2020.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2177: The San Francisco Love Hacker Crimes (2019),2019.0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
As Cool As I Am (2013),2013.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Artois the Goat (2009),2009.0,4.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amy Schumer: The Leather Special (2017),2017.0,0.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sorority Party Massacre (2012),2012.0,0.5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
The Aviary (2022),2022.0,1.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Take Down (2016),2016.0,3.5,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
An Amazing Couple (2002),2002.0,4.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Ash Lad: In the Hall of the Mountain King (2017),2017.0,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Devil's Whore (2008),2008.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetsuo III: The Bullet Man (2009),2009.0,3.0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Back Roads (2018),2018.0,3.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Back Then (2012),2012.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alex of Venice (2014),2014.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Debt (2015),2015.0,3.0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sprite Fright (2021),2021.0,1.5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Blue Hour (2015),2015.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20 Seconds of Joy (2007),2007.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bastards, The (Los bastardos) (2008)",2008.0,2.5,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Back to Mom's (2016),2016.0,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Team Hurricane (2017),2017.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alesha Popovich and Tugarin the Dragon (2004),2004.0,2.5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Death and Life of Otto Bloom (2016),2016.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 States (2014),2014.0,5.0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Wisdom Teeth (2010),2010.0,2.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Back to the Well: 'Clerks II' (2006),2006.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wisdom of Changes - Richard Wilhelm and the I Ching (2011),2011.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Behaviour (2018),2018.0,4.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wuthering Heights (2003),2003.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swamp Shark (2011),2011.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backlight (2010),2010.0,1.5,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Something from Nothing: The Art of Rap (2012),2012.0,4.67,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Zelary (2003),2003.0,3.67,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Stephen Tobolowsky's Birthday Party (2005),2005.0,4.0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Armed Response (2013),2013.0,1.0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"World Unseen, The (2007)",2007.0,3.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Falls: Testament Of Love (2013),2013.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025 - The World enslaved by a Virus (2021),2021.0,0.5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Falls: Covenant of Grace (2016),2016.0,3.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bavaria - A magical journey (2012),2012.0,5.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B.N.B. (Bunty Aur Babli) (2005),2005.0,4.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Edge of Dreaming (2010),2010.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thappad (2020),2020.0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chinese Widow (2017),2017.0,2.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Survive and Advance (2013),2013.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bit Player (2019),2019.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A House of Your Dreams (2006),2006.0,2.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15 Years and One Day (2013),2013.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armstrong Lie, The (2013)",2013.0,3.33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48 Christmas Wishes (2017),2017.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloft (2014),2014.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sight (2012),2012.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Get the Girl (2017),2017.0,2.33,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
Give Me Liberty (2019),2019.0,5.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Resurrection of Gavin Stone (2017),2017.0,3.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Music For Black Pigeons (2023),2023.0,5.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Rest of Us (2020),2020.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Girlfriend's Day (2017),2017.0,2.33,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Girl Fight (2011),2011.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulse Luper Suitcases, Part 1: The Moab Story, The (2003)",2003.0,4.5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghosted (2023),2023.0,1.0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Ghost in the Shell: The New Movie (2015),2015.0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My Date with Drew (2004),2004.0,1.17,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Give Me Your Hand (2008),2008.0,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Retrieval (2013),2013.0,2.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Glenn, the Flying Robot (2010)",2010.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mr. Know-It-All (2018),2018.0,4.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gold Star (2016),2016.0,0.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Going Nuts - Tales from the Squirrel World (2019),2019.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Going Blind (2010),2010.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Runner (2021),2021.0,3.5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mugabe and the White African (2009),2009.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
God Tussi Great Ho (2008),2008.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trust No One: The Hunt for the Crypto King (2022),2022.0,3.0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Revenge (2002),2002.0,0.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Referees (2009),2009.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Freshman Orientation (2004),2004.0,2.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gabi on the Roof in July (2010),2010.0,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),2012.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Future My Love (2012),2012.0,2.83,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Nasty Baby (2015),2015.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Protector 2 (2013),2013.0,4.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Jacket: Between Good and Evil (2007),2007.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Front Line, The (2006)",2006.0,3.5,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Two Faces of January, The (2014)",2014.0,3.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Two Family House (2000),2000.0,4.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Me To You (2010),2010.0,3.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Princess (2022),2022.0,3.67,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Neon Lights (2022),2022.0,0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nest of Vampires (2021),2021.0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Galapagos Affair: Satan Came to Eden, The (2013)",2013.0,3.0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gatlopp: Hell of a Game (2022),2022.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
My Little Pony: A New Generation (2021),2021.0,3.5,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Genesis: The Fall of Eden (2018),2018.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My Name Ain't Johnny (2008),2008.0,3.5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
My Perfect Romance (2018),2018.0,0.83,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Geetha Govindam (2018),2018.0,2.5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Turkey Town (2018),2018.0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield's Pet Force (2009),2009.0,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Thoughts Are Silent (2019),2019.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Garden of Love (2003),2003.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Myn Bala: Warriors of the Steppe (2012),2012.0,2.0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),2004.0,4.67,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rainbow Bridge Motel (2018),2018.0,1.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),2016.0,2.67,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Good Copy Bad Copy (2007),2007.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Good For Nothing (2011),2011.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Sense of an Ending (2017),2017.0,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenches (2021),2021.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trevor Noah: Crazy Normal (2011),2011.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Half Past Dead (2002),2002.0,1.17,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Trevor Noah: You Laugh But It's True (2011),2011.0,4.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mob Town (2019),2019.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mia and the White Lion (2018),2018.0,4.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Wolf: Joke Show (2019),2019.0,3.67,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Midnight Bayou (2009),2009.0,4.0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
He Who Dares (2014),2014.0,1.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Have a Good Trip: Adventures in Psychedelics (2020),2020.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Birbiglia: The New One (2019),2019.0,3.67,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Military Intelligence and You! (2006),2006.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Harrison's Flowers (2000),2000.0,3.83,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard-Core (2018),2018.0,4.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mind the Gap (2004),2004.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tremors: A Cold Day in Hell (2018),2018.0,3.5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Mom at Sixteen (2005),2005.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat Legends: Scorpion’s Revenge (2020),2020.0,4.0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Triumph of Love, The (2001)",2001.0,4.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Russian Novel (2013),2013.0,4.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morning (2013),2013.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gracie's Choice (2004),2004.0,4.67,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goyo: The Boy General (2018),2018.0,3.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gothic & Lolita Psycho (2010),2010.0,3.67,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Gossip (2000),2000.0,4.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gray Man, The (2007)",2007.0,3.5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Most Likely to Murder (2018),2018.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mother's Day (2016),2016.0,2.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Motichoor Chaknachoor (2019),2019.0,1.5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Good Old Fashioned Orgy, A (2011)",2011.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mountains May Depart (2015),2015.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon Child (2003),2003.0,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Moments Like This Never Last (2021),2021.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Growing Up and Other Lies (2014),2014.0,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Money Bots (2020),2020.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guardians of the Galaxy: Inferno (2017),2017.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Guardians of Time (2022),2022.0,0.5,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Moomins on the Riviera (Muumit Rivieralla) (2014),2014.0,2.5,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Triple Crossed (2013),2013.0,2.67,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Monster Party (2018),2018.0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grey Eyes (2018),2018.0,2.5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tripping the Rift: The Movie (2008),2008.0,3.0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Monsters of Man (2020),2020.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Preppie Connection (2016),2016.0,3.5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Singles 2nd Ward (2007),2007.0,3.0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Fanny's Journey (2016),2016.0,3.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympia (2018),2018.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Falsely Accused (2016),2016.0,1.5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Falling for Christmas (2022),2022.0,3.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
On the Bride’s Side (2014),2014.0,4.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Count of Three (2021),2021.0,4.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
On the Occasion of Remembering the Turning Gate (Saenghwalui balgyeon) (2002),2002.0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Outs (2004),2004.0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fallen, The (2004)",2004.0,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
On the Run (2002),2002.0,3.33,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The Opening Act (2020),2020.0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Once Upon a Time (2018),2018.0,4.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Faith of Our Fathers (2015),2015.0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okafor's Law (2017),2017.0,3.5,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Fast Runner, The (Atanarjuat) (2001)",2001.0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Feed (2017),2017.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Feast of All Saints (2001),2001.0,2.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Obsessed (2014),2014.0,4.0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Occupants, The (2014)",2014.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Uncorked (2020),2020.0,2.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Wildflower (2016),2016.0,2.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Outsider (2016),2016.0,3.5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fastball (2016),2016.0,3.33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fatherhood (2021),2021.0,2.83,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Father and Son (Otets i syn) (2003),2003.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Father and Daughter (2000),2000.0,5.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Open Sky (2021),2021.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Off The Menu (2018),2018.0,1.5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Faster than Rabbits (2014),2014.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Once Upon a Time in High School (2004),2004.0,4.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Fabian – Going to the Dogs (2021),2021.0,3.33,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day (2012),2012.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ordinary People (2018),2018.0,3.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Eternal Beauty (2019),2019.0,4.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Night Crew (2014),2014.0,2.5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Other Dream Team, The (2012)",2012.0,3.67,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United States of Secrets (Part One): The Program (2014),2014.0,3.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Equity (2016),2016.0,1.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otto; or, Up with Dead People (2008)",2008.0,4.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Universal Soldier: Day of Reckoning (2012),2012.0,4.5,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Entre Bateas (2002),2002.0,3.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Every Breath You Take (2021),2021.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Every Secret Thing (2014),2014.0,2.5,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Open Season: Scared Silly (2016),2016.0,2.5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Exposed (2016),2016.0,1.17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day Like Rain (2007),2007.0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FIT (2010),2010.0,5.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
